;faixa_idade;faixa_salarial;graduacao;nivel;experiencia;sexo;ling_sql;ling_r;ling_python;fonte_relacional;bd_mysql;bd_sqlserver;bd_mongodb;cloud_amazon;cloud_google;cloud_microsoft;bi_powerbi;bi_tableau;bi_google;trab_CLT;trab_exterior;regiao_Centro_Oeste;regiao_Exterior;regiao_Nordeste;regiao_Norte;regiao_Sudeste;regiao_Sul;forma_trab_hibrido_com_dias_fixos;forma_trab_hibrido_flexível;forma_trab_totalmente_presencial;forma_trab_totalmente_remoto;atuacao_Analise_Dados;atuacao_Ciencia_Dados;atuacao_Engenharia_Dados;atuacao_Gestor;atuacao_Outra
1189;4;6;3;3;6;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1190;2;6;2;2;3;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
1191;4;6;2;3;5;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1192;1;3;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1193;3;5;1;2;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1194;4;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
1195;3;6;2;2;4;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1196;3;7;2;2;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1197;3;6;2;2;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
1198;3;6;2;2;3;1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1199;2;2;1;1;2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
1200;5;5;0;1;1;0;1;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1201;2;12;0;3;4;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1202;5;5;3;2;4;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1203;5;6;2;3;2;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1204;7;5;1;2;3;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
1205;3;4;2;2;3;0;0;0;1;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
1206;6;6;4;3;6;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
1207;3;4;2;1;2;0;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1208;3;3;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
1209;4;7;3;3;6;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1210;8;8;3;3;6;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
1211;6;5;2;1;2;0;1;0;0;1;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1212;3;4;2;1;2;0;1;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
1213;2;4;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1214;6;13;4;3;6;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
1215;7;7;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0
1216;3;6;3;3;3;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1217;6;8;3;3;3;0;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1218;5;7;2;3;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
1219;8;10;4;3;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1220;4;5;3;2;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1221;4;6;2;2;2;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1222;1;3;1;1;2;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
1223;2;3;2;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1224;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
1225;5;7;3;2;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1226;4;7;4;3;4;0;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1227;3;2;2;1;4;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
1228;3;6;4;2;5;0;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1229;2;7;2;1;2;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1230;4;12;4;3;5;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
1231;3;7;3;3;4;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1232;3;8;2;3;4;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1233;7;6;3;2;4;0;1;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1234;3;4;2;1;2;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
1235;2;2;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1236;6;8;3;1;2;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1237;3;7;2;2;3;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1238;3;2;1;2;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
1239;3;5;3;2;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1240;3;6;4;3;3;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
1241;3;4;4;1;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1242;4;5;5;2;3;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1243;2;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1244;8;7;2;3;6;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1245;3;7;3;2;3;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1246;4;6;5;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
1247;4;6;2;3;3;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
1248;3;5;2;2;3;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1249;3;5;2;2;3;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1250;8;7;3;1;3;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
1251;4;5;2;2;5;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1252;4;6;2;3;6;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1253;4;8;3;3;6;0;1;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1254;5;8;5;1;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
1255;3;6;3;2;3;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1256;3;3;3;2;3;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
1257;2;4;1;2;3;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
1258;3;7;2;2;3;0;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
1259;5;4;5;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1260;2;6;1;3;2;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1261;5;8;4;3;5;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1262;6;8;4;3;6;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
1263;5;4;3;1;2;0;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
1264;4;8;3;3;5;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1265;4;7;2;3;4;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1266;3;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1267;4;5;2;2;3;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1268;4;5;3;2;4;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1269;1;3;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1270;5;3;3;3;6;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
1272;6;3;3;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1273;3;3;2;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1274;5;8;2;3;6;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1275;7;8;2;3;4;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1276;6;3;4;2;5;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1277;3;7;2;1;2;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
1278;3;6;2;2;3;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1279;3;4;3;1;2;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
1280;3;7;2;2;3;0;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1281;2;6;1;2;2;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1282;3;6;2;3;4;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
1283;1;5;1;1;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
1284;5;7;4;2;3;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1285;3;5;3;3;4;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1286;4;8;3;3;5;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1288;4;7;5;3;6;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1289;4;7;5;3;6;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1290;6;6;3;2;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1291;2;3;1;1;3;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1292;4;6;3;3;5;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1293;1;3;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1294;3;9;4;3;4;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
1295;4;7;3;3;4;0;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1296;4;13;0;3;5;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
1299;5;7;3;3;5;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
1300;3;7;4;3;4;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
1301;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
1302;4;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1303;4;6;2;1;3;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
1304;2;3;1;1;2;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1305;4;5;3;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
1306;4;6;3;2;3;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1307;3;6;3;3;4;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1308;3;4;2;1;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1309;3;7;4;3;4;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1310;5;2;4;1;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1
1311;2;5;2;1;2;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1312;3;3;1;1;2;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1313;3;5;2;1;2;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1314;2;7;3;2;2;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1315;1;3;1;2;2;0;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
1316;3;5;3;1;2;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1317;3;7;2;3;3;0;1;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1318;5;7;3;2;3;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
1319;3;2;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
1320;2;5;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1321;3;5;2;2;3;0;1;0;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1322;3;6;2;1;2;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1323;3;8;3;3;5;0;1;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1324;5;5;3;3;6;0;1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
1325;3;6;2;2;4;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
1326;3;6;2;2;2;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1327;4;13;4;3;5;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
1328;2;5;1;1;3;1;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1329;4;3;2;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1330;5;9;2;3;4;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
1331;5;7;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
1332;3;4;1;1;2;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1333;3;5;2;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1334;4;11;3;3;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1335;2;3;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1336;3;7;3;3;4;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
1337;3;5;3;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1338;2;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1339;6;7;4;2;4;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
1340;3;5;3;3;4;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
1341;3;7;2;2;3;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1342;5;11;3;2;2;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
1343;6;4;3;3;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1344;4;6;3;2;2;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1345;3;4;1;1;2;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1346;4;13;4;3;5;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
1347;5;7;3;3;4;0;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
1348;3;4;3;2;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1349;4;8;3;3;5;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
1350;3;5;1;1;3;0;1;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1351;2;6;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
1352;4;5;2;1;2;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
1353;5;6;3;3;5;1;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1354;1;4;2;2;3;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1355;3;7;2;3;3;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1356;3;3;3;1;2;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1357;5;7;3;2;4;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1358;4;7;3;3;5;0;1;0;1;1;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
1359;3;8;4;3;4;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
1360;4;8;2;3;5;0;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1361;6;5;2;2;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1362;4;4;3;2;2;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
1363;3;2;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
1364;3;8;0;3;5;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1365;8;8;5;3;5;0;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
1366;3;7;0;3;4;0;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
1367;6;6;3;1;3;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
1368;3;3;2;2;3;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
1369;3;3;2;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
1370;8;7;3;2;6;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
1371;4;8;3;2;5;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
1372;4;12;5;3;6;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
1373;2;5;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1374;4;4;3;2;5;0;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
